method,tasks,n_samples,dataset,role,acc_final,zs_baseline,delta_vs_zs
finetune,5,2048,imagenet,eval,62.342,66.14672727272726,-3.8047
finetune,5,2048,imagenet_a,eval,21.5867,25.911522727272725,-4.3248
finetune,5,2048,imagenet_d,eval,36.0496,41.191131818181816,-5.1415
finetune,5,2048,imagenet_r,eval,72.3533,74.9322590909091,-2.579
finetune,5,2048,imagenet_s,eval,49.7809,53.114804545454554,-3.3339
finetune,5,2048,imagenet_v2,eval,54.18,56.23545454545455,-2.0555
finetune,5,2048,mvtecad_eval,eval,12.7536,16.666672727272726,-3.9131
finetune,5,2048,plantvillage,eval,24.657,30.775695454545453,-6.1187
finetune,5,2048,artbench10,train,12.2107,13.974545454545455,-1.7638
finetune,5,2048,birdsnap,train,41.1558,44.64882727272727,-3.493
finetune,5,2048,cifar100,train,61.88,69.78999999999999,-7.91
finetune,5,2048,clrs,train,54.7797,57.975336363636366,-3.1956
finetune,5,2048,country211,train,13.6066,17.604045454545453,-3.9974
finetune,5,2048,cub200,train,57.8184,62.978972727272726,-5.1606
finetune,5,2048,df20mini,train,1.9797,3.251940909090909,-1.2722
finetune,5,2048,dollarstreet,train,4.8501,5.2002,-0.3501
finetune,5,2048,domainnet_clipart,train,76.2188,78.53454545454545,-2.3157
finetune,5,2048,domainnet_infograph,train,50.6353,52.71060909090909,-2.0753
finetune,5,2048,domainnet_painting,train,69.5469,72.76218636363636,-3.2153
finetune,5,2048,domainnet_sketch,train,67.1065,69.53313181818181,-2.4266
finetune,5,2048,dtd,train,50.1064,54.54545909090909,-4.4391
finetune,5,2048,fgvcaircraft,train,23.4923,25.003368181818185,-1.5111
finetune,5,2048,flowers102,train,65.1961,66.09177272727271,-0.8957
finetune,5,2048,fru92,train,47.3913,51.312236363636366,-3.9209
finetune,5,2048,inaturalist2021,train,5.048,5.363090909090909,-0.3151
finetune,5,2048,mitstates,train,24.5186,24.98922272727273,-0.4706
finetune,5,2048,mtsd,train,16.2527,21.98695,-5.7342
finetune,5,2048,objectnet,train,27.4068,33.58896818181818,-6.1822
finetune,5,2048,obsc_animals,train,59.3912,59.89427727272727,-0.5031
finetune,5,2048,obsc_things,train,53.1736,55.38904090909091,-2.2154
finetune,5,2048,openimages,train,47.2361,45.95072272727273,1.2854
finetune,5,2048,patternnet,train,58.7632,62.589690909090905,-3.8265
finetune,5,2048,places365,train,41.308,38.46659090909091,2.8414
finetune,5,2048,quilt,train,0.2045,0.27327727272727276,-0.0688
finetune,5,2048,resisc45,train,56.0952,63.393249999999995,-7.298
finetune,5,2048,shapes3d,train,17.56,15.518545454545455,2.0415
finetune,5,2048,snake_clef,train,0.1842,0.2276090909090909,-0.0434
finetune,5,2048,sun397,train,65.9446,68.7172090909091,-2.7726
finetune,5,2048,synthclip106,train,39.1906,42.928427272727276,-3.7378
finetune,5,2048,veg200,train,28.98,34.37340909090909,-5.3934
finetune,5,2048,zappos50k,train,14.6437,17.60701818181818,-2.9633
tda,N.A.,N.A.,clevr,eval,14.4175,5.151090909090909,9.2664
tda,N.A.,N.A.,imagenet,eval,63.94,66.14672727272726,-2.2067
tda,N.A.,N.A.,imagenet_a,eval,55.8,25.911522727272725,29.8885
tda,N.A.,N.A.,imagenet_d,eval,35.6153,41.191131818181816,-5.5758
tda,N.A.,N.A.,imagenet_r,eval,84.3167,74.9322590909091,9.3844
tda,N.A.,N.A.,imagenet_s,eval,58.7062,53.114804545454554,5.5914
tda,N.A.,N.A.,imagenet_v2,eval,19.93,56.23545454545455,-36.3055
tda,N.A.,N.A.,mvtecad_eval,eval,18.2609,16.666672727272726,1.5942
tda,N.A.,N.A.,plantvillage,eval,76.365,30.775695454545453,45.5893
tda,N.A.,N.A.,artbench10,train,0.7742,13.974545454545455,-13.2003
tda,N.A.,N.A.,birdsnap,train,1.4918,44.64882727272727,-43.157
tda,N.A.,N.A.,cifar100,train,3.1,69.78999999999999,-66.69
tda,N.A.,N.A.,clrs,train,16.2034,57.975336363636366,-41.7719
tda,N.A.,N.A.,country211,train,72.5687,17.604045454545453,54.9647
tda,N.A.,N.A.,cub200,train,33.1032,62.978972727272726,-29.8758
tda,N.A.,N.A.,df20mini,train,21.8587,3.251940909090909,18.6068
tda,N.A.,N.A.,dollarstreet,train,0.5118,5.2002,-4.6884
tda,N.A.,N.A.,domainnet_clipart,train,65.1397,78.53454545454545,-13.3948
tda,N.A.,N.A.,domainnet_infograph,train,63.9584,52.71060909090909,11.2478
tda,N.A.,N.A.,domainnet_painting,train,74.4805,72.76218636363636,1.7183
tda,N.A.,N.A.,domainnet_sketch,train,69.0237,69.53313181818181,-0.5094
tda,N.A.,N.A.,dtd,train,48.7234,54.54545909090909,-5.8221
tda,N.A.,N.A.,fgvcaircraft,train,28.0228,25.003368181818185,3.0194
tda,N.A.,N.A.,flowers102,train,22.451,66.09177272727271,-43.6408
tda,N.A.,N.A.,fru92,train,71.4022,51.312236363636366,20.09
tda,N.A.,N.A.,inaturalist2021,train,4.376,5.363090909090909,-0.9871
tda,N.A.,N.A.,mitstates,train,12.5663,24.98922272727273,-12.4229
tda,N.A.,N.A.,mtsd,train,58.5556,21.98695,36.5686
tda,N.A.,N.A.,objectnet,train,35.8581,33.58896818181818,2.2691
tda,N.A.,N.A.,obsc_animals,train,64.7239,59.89427727272727,4.8296
tda,N.A.,N.A.,obsc_things,train,64.3127,55.38904090909091,8.9237
tda,N.A.,N.A.,openimages,train,10.462,45.95072272727273,-35.4887
tda,N.A.,N.A.,patternnet,train,38.2105,62.589690909090905,-24.3792
tda,N.A.,N.A.,places365,train,1.1918,38.46659090909091,-37.2748
tda,N.A.,N.A.,quilt,train,1.2977,0.27327727272727276,1.0244
tda,N.A.,N.A.,resisc45,train,79.3016,63.393249999999995,15.9084
tda,N.A.,N.A.,shapes3d,train,0.464,15.518545454545455,-15.0545
tda,N.A.,N.A.,snake_clef,train,0.0354,0.2276090909090909,-0.1922
tda,N.A.,N.A.,sun397,train,65.0882,68.7172090909091,-3.629
tda,N.A.,N.A.,synthclip106,train,71.7197,42.928427272727276,28.7913
tda,N.A.,N.A.,veg200,train,69.265,34.37340909090909,34.8916
tda,N.A.,N.A.,zappos50k,train,19.3804,17.60701818181818,1.7734
vte,N.A.,N.A.,clevr,eval,4.6771,5.151090909090909,-0.474
vte,N.A.,N.A.,imagenet,eval,79.238,66.14672727272726,13.0913
vte,N.A.,N.A.,imagenet_a,eval,48.2267,25.911522727272725,22.3152
vte,N.A.,N.A.,imagenet_d,eval,56.2565,41.191131818181816,15.0654
vte,N.A.,N.A.,imagenet_r,eval,83.8033,74.9322590909091,8.871
vte,N.A.,N.A.,imagenet_s,eval,64.2732,53.114804545454554,11.1584
vte,N.A.,N.A.,imagenet_v2,eval,66.99,56.23545454545455,10.7545
vte,N.A.,N.A.,mvtecad_eval,eval,12.4638,16.666672727272726,-4.2029
vte,N.A.,N.A.,plantvillage,eval,20.1639,30.775695454545453,-10.6118
vte,N.A.,N.A.,artbench10,train,5.2007,13.974545454545455,-8.7738
vte,N.A.,N.A.,birdsnap,train,43.475,44.64882727272727,-1.1738
vte,N.A.,N.A.,cifar100,train,20.16,69.78999999999999,-49.63
vte,N.A.,N.A.,clrs,train,63.8644,57.975336363636366,5.8891
vte,N.A.,N.A.,country211,train,25.6872,17.604045454545453,8.0832
vte,N.A.,N.A.,cub200,train,71.4705,62.978972727272726,8.4915
vte,N.A.,N.A.,df20mini,train,2.9695,3.251940909090909,-0.2824
vte,N.A.,N.A.,dollarstreet,train,1.2186,5.2002,-3.9816
vte,N.A.,N.A.,domainnet_clipart,train,88.0033,78.53454545454545,9.4688
vte,N.A.,N.A.,domainnet_infograph,train,71.4414,52.71060909090909,18.7308
vte,N.A.,N.A.,domainnet_painting,train,85.0389,72.76218636363636,12.2767
vte,N.A.,N.A.,domainnet_sketch,train,82.7692,69.53313181818181,13.2361
vte,N.A.,N.A.,dtd,train,63.1383,54.54545909090909,8.5928
vte,N.A.,N.A.,fgvcaircraft,train,33.3333,25.003368181818185,8.3299
vte,N.A.,N.A.,flowers102,train,64.902,66.09177272727271,-1.1898
vte,N.A.,N.A.,fru92,train,59.7826,51.312236363636366,8.4704
vte,N.A.,N.A.,inaturalist2021,train,6.604,5.363090909090909,1.2409
vte,N.A.,N.A.,mitstates,train,27.83,24.98922272727273,2.8408
vte,N.A.,N.A.,mtsd,train,23.3261,21.98695,1.3392
vte,N.A.,N.A.,objectnet,train,56.0793,33.58896818181818,22.4903
vte,N.A.,N.A.,obsc_animals,train,70.505,59.89427727272727,10.6107
vte,N.A.,N.A.,obsc_things,train,69.7352,55.38904090909091,14.3462
vte,N.A.,N.A.,openimages,train,13.0222,45.95072272727273,-32.9285
vte,N.A.,N.A.,patternnet,train,68.0263,62.589690909090905,5.4366
vte,N.A.,N.A.,places365,train,10.4852,38.46659090909091,-27.9814
vte,N.A.,N.A.,quilt,train,0.2462,0.27327727272727276,-0.0271
vte,N.A.,N.A.,resisc45,train,72.1746,63.393249999999995,8.7814
vte,N.A.,N.A.,shapes3d,train,4.58,15.518545454545455,-10.9385
vte,N.A.,N.A.,snake_clef,train,0.0992,0.2276090909090909,-0.1284
vte,N.A.,N.A.,sun397,train,80.1814,68.7172090909091,11.4642
vte,N.A.,N.A.,synthclip106,train,52.5565,42.928427272727276,9.6281
vte,N.A.,N.A.,veg200,train,42.61,34.37340909090909,8.2366
vte,N.A.,N.A.,zappos50k,train,17.9636,17.60701818181818,0.3566
